quantity,price_paid_deal,price_paid_non_deal,coupon_value,promotion_type,size1_descr,flavor_descr,formula_descr,household_id,household_size,household_income,age_of_female_head,age_of_male_head,age_and_presence_of_children,male_head_employment,female_head_employment,male_head_education,female_head_education,marital_status,male_head_occupation,female_head_occupation,household_composition,race,hispanic_origin,region,scantrack_market_identifier,fips_state_code,fips_county_code,type_of_residence,kitchen_appliances,tv_items,female_head_birth,male_head_birth,household_internet_connection
1,0,4.29,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,8139506,1,18,0,9,9,9,0,5,0,2,12,,7,1,2,1,33,9,13,1,4,1,"",1/1/29,2
1,3.5,0,0,1,16.0 MLOZ,CHERRY GRCA,REGULAR,8235298,1,11,0,8,9,9,0,6,0,3,12,,7,1,2,4,,6,19,6,4,3,"",10/1/43,1
1,0,2.63,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,8235298,1,11,0,8,9,9,0,6,0,3,12,,7,1,2,4,,6,19,6,4,3,"",10/1/43,1
1,0,4.29,0,,16.0 MLOZ,AMERICONE DREAM,REGULAR,8235638,1,26,0,6,9,3,0,4,0,4,5,,7,1,2,3,37,40,27,1,4,2,"",10/1/60,1
1,0,3.04,0,,16.0 MLOZ,CINNAMON BUNS,REGULAR,8235638,1,26,0,6,9,3,0,4,0,4,5,,7,1,2,3,37,40,27,1,4,2,"",10/1/60,1
1,4.29,0,0,1,16.0 MLOZ,AMERICONE DREAM,REGULAR,8235638,1,26,0,6,9,3,0,4,0,4,5,,7,1,2,3,37,40,27,1,4,2,"",10/1/60,1
1,0,3.19,0,,16.0 MLOZ,AMERICONE DREAM,REGULAR,8235638,1,26,0,6,9,3,0,4,0,4,5,,7,1,2,3,37,40,27,1,4,2,"",10/1/60,1
1,4.29,0,0,1,16.0 MLOZ,CHERRY GRCA,REGULAR,8235638,1,26,0,6,9,3,0,4,0,4,5,,7,1,2,3,37,40,27,1,4,2,"",10/1/60,1
1,0,3,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30401376,3,27,0,4,3,3,0,6,0,3,2,,3,2,2,4,,32,3,1,4,2,"",10/1/70,1
1,0,3,0,,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,30401376,3,27,0,4,3,3,0,6,0,3,2,,3,2,2,4,,32,3,1,4,2,"",10/1/70,1
1,0,3,0,,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,30401376,3,27,0,4,3,3,0,6,0,3,2,,3,2,2,4,,32,3,1,4,2,"",10/1/70,1
1,0,3,0,,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,30401376,3,27,0,4,3,3,0,6,0,3,2,,3,2,2,4,,32,3,1,4,2,"",10/1/70,1
1,0,3,0,,16.0 MLOZ,STR CSK,REGULAR,30401376,3,27,0,4,3,3,0,6,0,3,2,,3,2,2,4,,32,3,1,4,2,"",10/1/70,1
1,0,3,0,,16.0 MLOZ,STR CSK,REGULAR,30401376,3,27,0,4,3,3,0,6,0,3,2,,3,2,2,4,,32,3,1,4,2,"",10/1/70,1
2,0,6,0,,16.0 MLOZ,CREME BRULEE,REGULAR,30401376,3,27,0,4,3,3,0,6,0,3,2,,3,2,2,4,,32,3,1,4,2,"",10/1/70,1
1,0,3,0,,16.0 MLOZ,PHISH FOOD,REGULAR,8044692,2,21,8,0,9,0,3,0,5,4,1,1,2,1,2,1,1,33,11,2,7,1,1/1/51,"",1
1,0,3.49,0,,16.0 MLOZ,BROWNIE BATTER,REGULAR,8044692,2,21,8,0,9,0,3,0,5,4,1,1,2,1,2,1,1,33,11,2,7,1,1/1/51,"",1
1,2.5,0,1,3,16.0 MLOZ,CHERRY GRCA,REGULAR,8045101,1,15,9,0,9,0,9,0,5,2,12,12,5,1,2,2,2,17,31,6,4,2,10/1/28,"",1
1,2.5,0,0,1,16.0 MLOZ,PB CUP,REGULAR,8045101,1,15,9,0,9,0,9,0,5,2,12,12,5,1,2,2,2,17,31,6,4,2,10/1/28,"",1
2,4.5,0,1,3,16.0 MLOZ,TRIPLE CARAMEL CHUNK,REGULAR,8045101,1,15,9,0,9,0,9,0,5,2,12,12,5,1,2,2,2,17,31,6,4,2,10/1/28,"",1
2,4.5,0,1,3,16.0 MLOZ,CHERRY GRCA,REGULAR,8045101,1,15,9,0,9,0,9,0,5,2,12,12,5,1,2,2,2,17,31,6,4,2,10/1/28,"",1
1,2.5,0,0,1,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8045101,1,15,9,0,9,0,9,0,5,2,12,12,5,1,2,2,2,17,31,6,4,2,10/1/28,"",1
1,0,4.59,0,,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,8139506,1,18,0,9,9,9,0,5,0,2,12,,7,1,2,1,33,9,13,1,4,1,"",1/1/29,2
1,0,2.8,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8140356,2,27,8,8,9,3,3,5,4,1,11,2,1,1,2,4,13,53,35,1,7,2,10/1/51,10/1/50,1
1,0,3.49,0,,16.0 MLOZ,VAN,REGULAR,8140356,2,27,8,8,9,3,3,5,4,1,11,2,1,1,2,4,13,53,35,1,7,2,10/1/51,10/1/50,1
1,0,4.19,0,,16.0 MLOZ,VAN,REGULAR,8140356,2,27,8,8,9,3,3,5,4,1,11,2,1,1,2,4,13,53,35,1,7,2,10/1/51,10/1/50,1
1,0,3.66,0,,16.0 MLOZ,VAN,REGULAR,8140356,2,27,8,8,9,3,3,5,4,1,11,2,1,1,2,4,13,53,35,1,7,2,10/1/51,10/1/50,1
1,3.56,0,0,1,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,8142006,3,26,9,8,9,9,3,4,3,1,12,2,1,1,2,4,7,6,37,1,5,1,1/1/37,1/1/44,1
1,3.24,0,0,1,16.0 MLOZ,MAGIC BROWNIES,REGULAR,8142006,3,26,9,8,9,9,3,4,3,1,12,2,1,1,2,4,7,6,37,1,5,1,1/1/37,1/1/44,1
1,0,2.5,0,,16.0 MLOZ,PHISH FOOD,REGULAR,8236393,2,3,6,6,9,3,9,5,5,3,6,12,3,4,1,3,,22,73,1,4,3,10/1/63,10/1/58,2
1,0,3.99,0,,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8236393,2,3,6,6,9,3,9,5,5,3,6,12,3,4,1,3,,22,73,1,4,3,10/1/63,10/1/58,2
1,0,2,0,,16.0 MLOZ,PHISH FOOD,REGULAR,8236393,2,3,6,6,9,3,9,5,5,3,6,12,3,4,1,3,,22,73,1,4,3,10/1/63,10/1/58,2
1,3.99,0,0,1,16.0 MLOZ,CREME BRULEE,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
1,4.19,0,0,1,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
1,2.27,0,0,1,16.0 MLOZ,AMERICONE DREAM,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
1,4.19,0,0,1,16.0 MLOZ,CREME BRULEE,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
2,8.82,0,1,3,16.0 MLOZ,CINNAMON BUNS,REGULAR,30401789,4,26,5,6,9,3,3,4,4,1,1,4,1,1,2,3,,45,13,1,4,3,10/1/63,10/1/62,1
1,0,3.33,0,,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,30402105,3,26,7,7,3,3,9,6,6,1,1,12,1,1,2,2,46,26,25,1,4,1,10/1/54,10/1/56,1
1,0,3.33,0,,16.0 MLOZ,CHC CHIP C-DH,REGULAR,30402105,3,26,7,7,3,3,9,6,6,1,1,12,1,1,2,2,46,26,25,1,4,1,10/1/54,10/1/56,1
1,0,3.34,0,,16.0 MLOZ,CREME BRULEE,REGULAR,30402105,3,26,7,7,3,3,9,6,6,1,1,12,1,1,2,2,46,26,25,1,4,1,10/1/54,10/1/56,1
1,3,0,0,1,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30402401,6,11,2,2,4,3,9,4,3,3,4,12,1,4,2,4,12,6,13,5,2,3,10/1/79,10/1/82,2
1,0,3.2,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30403640,4,27,6,6,3,3,9,5,2,1,2,12,1,2,2,3,42,24,33,1,1,2,10/1/58,10/1/61,1
1,0,3.99,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,30403640,4,27,6,6,3,3,9,5,2,1,2,12,1,2,2,3,42,24,33,1,1,2,10/1/58,10/1/61,1
1,2.5,0,1,3,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8045101,1,15,9,0,9,0,9,0,5,2,12,12,5,1,2,2,2,17,31,6,4,2,10/1/28,"",1
2,0,9.98,0,,32.0 MLOZ,CHERRY GRCA,REGULAR,8045101,1,15,9,0,9,0,9,0,5,2,12,12,5,1,2,2,2,17,31,6,4,2,10/1/28,"",1
1,0,2.5,0,,16.0 MLOZ,TRIPLE CARAMEL CHUNK,REGULAR,8045101,1,15,9,0,9,0,9,0,5,2,12,12,5,1,2,2,2,17,31,6,4,2,10/1/28,"",1
1,2.5,0,1,3,16.0 MLOZ,CHERRY GRCA,REGULAR,8045101,1,15,9,0,9,0,9,0,5,2,12,12,5,1,2,2,2,17,31,6,4,2,10/1/28,"",1
1,3,0,0,1,16.0 MLOZ,VAN,REGULAR,8047094,1,26,6,0,9,0,3,0,6,4,1,1,5,2,2,3,44,37,119,1,4,2,10/1/61,"",1
1,2.5,0,0,1,16.0 MLOZ,BUTTER PECAN,REGULAR,8047094,1,26,6,0,9,0,3,0,6,4,1,1,5,2,2,3,44,37,119,1,4,2,10/1/61,"",1
1,0,4.29,0,,16.0 MLOZ,CHC CHIP C-DH,REGULAR,8048193,3,13,6,0,9,0,3,0,3,3,1,1,2,1,2,2,28,17,5,1,1,2,10/1/59,"",2
2,5,0,0,1,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8143699,1,17,6,0,9,0,3,0,4,3,1,1,5,1,2,2,28,29,510,1,5,1,1/1/59,"",2
1,2.5,0,0,1,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8143699,1,17,6,0,9,0,3,0,4,3,1,1,5,1,2,2,28,29,510,1,5,1,1/1/59,"",2
1,3,0,0,1,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8143699,1,17,6,0,9,0,3,0,4,3,1,1,5,1,2,2,28,29,510,1,5,1,1/1/59,"",2
2,7.24,0,0,1,16.0 MLOZ,CHERRY GRCA,REGULAR,8147138,2,19,7,0,9,0,3,0,4,3,2,2,2,3,2,4,13,53,33,5,7,3,10/1/57,"",2
3,11.97,0,0,1,16.0 MLOZ,CHERRY GRCA,REGULAR,8147138,2,19,7,0,9,0,3,0,4,3,2,2,2,3,2,4,13,53,33,5,7,3,10/1/57,"",2
1,0,3,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8147456,2,21,8,8,9,9,1,4,4,1,12,4,1,1,2,4,7,6,65,1,4,2,10/1/45,1/1/44,1
1,0,3.39,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8147456,2,21,8,8,9,9,1,4,4,1,12,4,1,1,2,4,7,6,65,1,4,2,10/1/45,1/1/44,1
1,0,3.99,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30403640,4,27,6,6,3,3,9,5,2,1,2,12,1,2,2,3,42,24,33,1,1,2,10/1/58,10/1/61,1
1,0,3,0,,16.0 MLOZ,HALF BAKED,REGULAR,30406170,4,23,4,4,4,3,9,4,5,1,1,12,1,1,2,3,37,40,109,1,4,1,10/1/72,10/1/72,1
1,0,3.12,0,,16.0 MLOZ,HALF BAKED,REGULAR,30406170,4,23,4,4,4,3,9,4,5,1,1,12,1,1,2,3,37,40,109,1,4,1,10/1/72,10/1/72,1
1,0,3,0,,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,30406170,4,23,4,4,4,3,9,4,5,1,1,12,1,1,2,3,37,40,109,1,4,1,10/1/72,10/1/72,1
1,0,3.12,0,,16.0 MLOZ,KARAMEL SUTRA,REGULAR,30406170,4,23,4,4,4,3,9,4,5,1,1,12,1,1,2,3,37,40,109,1,4,1,10/1/72,10/1/72,1
1,0,3,0,,16.0 MLOZ,PHISH FOOD,LIGHT HALF THE FAT,30406302,2,26,1,2,9,3,3,4,5,4,4,2,8,1,2,3,30,24,3,5,4,2,10/1/84,10/1/78,1
2,0,3.99,0,,16.0 MLOZ,CINNAMON BUNS,REGULAR,30407303,2,27,6,6,9,3,3,6,4,1,1,8,1,1,2,3,,45,19,1,4,3,1/1/62,10/1/60,1
2,6,0,0,1,16.0 MLOZ,PHISH FOOD,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
1,0,3.18,0,,16.0 MLOZ,PHISH FOOD,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
3,12.57,0,0,1,16.0 MLOZ,PHISH FOOD,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
1,0,4.19,0,,16.0 MLOZ,PHISH FOOD,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
2,0,7.98,0,,16.0 MLOZ,PHISH FOOD,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
1,2.27,0,1.5,2,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
1,0,3.99,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
1,0,4.45,0,,16.0 MLOZ,CHUBBY HUBBY,REGULAR,8048193,3,13,6,0,9,0,3,0,3,3,1,1,2,1,2,2,28,17,5,1,1,2,10/1/59,"",2
2,6,0,0,4,16.0 MLOZ,HEATH CRUNCH,REGULAR,8049379,1,27,8,0,9,0,9,0,5,2,12,12,5,1,2,3,44,45,91,1,7,3,10/1/46,"",1
1,0,4.49,0,,16.0 MLOZ,RSP CHC CHUNK,LIGHT HALF THE FAT,8053528,3,23,7,7,9,3,3,5,3,1,3,3,1,1,2,3,44,37,119,1,4,2,1/1/55,10/1/56,1
1,0,2.5,0,,16.0 MLOZ,VAN CARAMEL FUDGE,REGULAR,8056247,2,23,8,7,9,2,3,5,6,4,4,2,8,2,2,3,3,48,201,1,7,1,1/1/46,10/1/56,2
1,0,2.5,0,,16.0 MLOZ,AMERICONE DREAM,REGULAR,8056247,2,23,8,7,9,2,3,5,6,4,4,2,8,2,2,3,3,48,201,1,7,1,1/1/46,10/1/56,2
1,0,2.5,0,,16.0 MLOZ,AMERICONE DREAM,REGULAR,8056247,2,23,8,7,9,2,3,5,6,4,4,2,8,2,2,3,3,48,201,1,7,1,1/1/46,10/1/56,2
1,0,3.37,0,,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,8056247,2,23,8,7,9,2,3,5,6,4,4,2,8,2,2,3,3,48,201,1,7,1,1/1/46,10/1/56,2
1,0,3,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8147456,2,21,8,8,9,9,1,4,4,1,12,4,1,1,2,4,7,6,65,1,4,2,10/1/45,1/1/44,1
1,0,3,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,8147456,2,21,8,8,9,9,1,4,4,1,12,4,1,1,2,4,7,6,65,1,4,2,10/1/45,1/1/44,1
1,0,3,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8147456,2,21,8,8,9,9,1,4,4,1,12,4,1,1,2,4,7,6,65,1,4,2,10/1/45,1/1/44,1
1,0,3.39,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,8147456,2,21,8,8,9,9,1,4,4,1,12,4,1,1,2,4,7,6,65,1,4,2,10/1/45,1/1/44,1
1,0,3,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,8147456,2,21,8,8,9,9,1,4,4,1,12,4,1,1,2,4,7,6,65,1,4,2,10/1/45,1/1/44,1
1,0,3.33,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8147456,2,21,8,8,9,9,1,4,4,1,12,4,1,1,2,4,7,6,65,1,4,2,10/1/45,1/1/44,1
1,0,6,0,,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8150989,2,21,7,7,9,3,1,4,3,1,5,8,1,1,2,1,52,36,53,1,1,1,10/1/56,10/1/53,2
2,0,3.99,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30407303,2,27,6,6,9,3,3,6,4,1,1,8,1,1,2,3,,45,19,1,4,3,1/1/62,10/1/60,1
2,8.98,0,0,1,16.0 MLOZ,PB CUP,REGULAR,30407643,1,21,5,0,9,0,3,0,6,3,1,1,5,1,2,1,32,36,29,1,1,2,10/1/66,"",1
1,0,3.43,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30408239,4,19,6,4,6,3,9,4,5,1,7,12,1,1,2,3,,13,215,1,4,1,10/1/62,1/1/69,1
1,0,3,0,,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,30408366,2,13,7,8,9,9,9,3,3,1,12,12,1,1,2,4,18,8,1,5,4,2,10/1/53,1/1/47,1
1,0,3,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30408366,2,13,7,8,9,9,9,3,3,1,12,12,1,1,2,4,18,8,1,5,4,2,10/1/53,1/1/47,1
1,0,4.39,0,,16.0 MLOZ,BANANA SPLIT,REGULAR,30409541,4,15,6,7,9,3,2,5,2,4,4,4,3,1,2,1,24,34,7,1,1,2,10/1/58,1/1/55,1
1,0,1.5,0,,16.0 MLOZ,BANANA SPLIT,REGULAR,30410903,2,26,6,7,9,3,9,4,3,1,2,12,1,1,2,3,23,47,51,1,4,1,10/1/59,10/1/57,1
1,0,2.79,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8056247,2,23,8,7,9,2,3,5,6,4,4,2,8,2,2,3,3,48,201,1,7,1,1/1/46,10/1/56,2
1,0,2.5,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8056247,2,23,8,7,9,2,3,5,6,4,4,2,8,2,2,3,3,48,201,1,7,1,1/1/46,10/1/56,2
2,6.38,0,1,3,16.0 MLOZ,VAN,REGULAR,8060903,1,16,0,8,9,3,0,5,0,3,1,,7,1,2,1,32,36,29,1,4,1,"",10/1/51,1
1,3.5,0,0.5,3,16.0 MLOZ,W-N-C-P-C,REGULAR,8061051,1,17,0,9,9,3,0,5,0,4,1,,7,1,2,4,38,4,13,2,5,1,"",1/1/41,2
1,0,3.5,0,,16.0 MLOZ,SMORES,REGULAR,8061051,1,17,0,9,9,3,0,5,0,4,1,,7,1,2,4,38,4,13,2,5,1,"",1/1/41,2
1,3.5,0,0.5,3,16.0 MLOZ,CHERRY GRCA,REGULAR,8061051,1,17,0,9,9,3,0,5,0,4,1,,7,1,2,4,38,4,13,2,5,1,"",1/1/41,2
1,2.52,0,0,1,16.0 MLOZ,CAKE BATTER,REGULAR,8061175,2,15,8,0,9,0,9,0,4,3,12,12,2,1,2,1,32,36,29,1,1,1,1/1/47,"",1
2,0,8.38,0,,16.0 MLOZ,PHISH FOOD,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
1,3.38,0,0,1,16.0 MLOZ,OXFORD MINT CHC COOKIE,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
1,0,3.89,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
1,3.4,0,0,1,16.0 MLOZ,HEATH CRUNCH,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
1,3.99,0,0,1,16.0 MLOZ,PHISH FOOD,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
1,0,4.19,0,,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
1,0,4.19,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
1,0,3.29,0,,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8153533,1,13,8,0,9,0,3,0,3,2,1,1,5,1,2,4,50,6,9,1,1,1,10/1/44,"",2
1,0,2.99,0,,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8153533,1,13,8,0,9,0,3,0,3,2,1,1,5,1,2,4,50,6,9,1,1,1,10/1/44,"",2
1,3.43,0,0,1,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8155379,6,23,4,5,7,3,1,6,6,1,1,2,1,1,2,4,18,8,41,1,7,2,10/1/69,10/1/66,1
1,3.07,0,0,1,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8155379,6,23,4,5,7,3,1,6,6,1,1,2,1,1,2,4,18,8,41,1,7,2,10/1/69,10/1/66,1
1,3.12,0,0,1,16.0 MLOZ,AMERICONE DREAM,REGULAR,8155379,6,23,4,5,7,3,1,6,6,1,1,2,1,1,2,4,18,8,41,1,7,2,10/1/69,10/1/66,1
1,3.06,0,0,1,16.0 MLOZ,PHISH FOOD,LIGHT HALF THE FAT,8155379,6,23,4,5,7,3,1,6,6,1,1,2,1,1,2,4,18,8,41,1,7,2,10/1/69,10/1/66,1
1,0,3.19,0,,16.0 MLOZ,CHC CHIP C-DH,REGULAR,8157173,2,26,9,9,9,9,9,3,6,1,12,12,1,1,2,2,28,17,133,1,4,1,10/1/33,10/1/30,2
1,0,2.5,0,,16.0 MLOZ,PUMPKIN CSK,REGULAR,30410903,2,26,6,7,9,3,9,4,3,1,2,12,1,1,2,3,23,47,51,1,4,1,10/1/59,10/1/57,1
1,0,5.78,0,,32.0 MLOZ,CHERRY GRCA,REGULAR,30410903,2,26,6,7,9,3,9,4,3,1,2,12,1,1,2,3,23,47,51,1,4,1,10/1/59,10/1/57,1
1,0,3,0,,16.0 MLOZ,W-N-C-P-C,REGULAR,30410903,2,26,6,7,9,3,9,4,3,1,2,12,1,1,2,3,23,47,51,1,4,1,10/1/59,10/1/57,1
1,0,3.14,0,,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,30410942,9,21,5,6,7,3,9,4,4,1,7,12,1,1,2,2,,18,3,1,4,1,1/1/63,1/1/61,1
2,7.98,0,0,1,16.0 MLOZ,AMERICONE DREAM,REGULAR,30411275,2,27,4,4,9,3,3,4,6,1,2,2,1,4,1,1,10,34,25,1,4,3,10/1/69,10/1/71,1
2,6,0,1,3,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,30411770,3,21,7,0,9,0,9,0,4,3,12,12,6,1,2,3,11,12,9,1,4,3,1/1/53,"",1
1,3.33,0,1,3,16.0 MLOZ,TURTLE SOUP,REGULAR,30412097,3,26,8,7,9,3,3,4,4,1,5,3,1,1,2,1,1,33,17,1,4,2,1/1/52,10/1/56,1
1,3.49,0,0,1,16.0 MLOZ,VAN,REGULAR,8061218,1,27,8,0,9,0,3,0,5,4,1,1,5,1,2,1,32,36,29,3,4,2,1/1/50,"",1
1,2.99,0,2.99,2,16.0 MLOZ,PB CUP,REGULAR,8061961,1,17,9,0,9,0,3,0,3,4,4,4,5,1,2,3,3,48,201,2,7,1,10/1/30,"",1
1,0,2.5,0,,16.0 MLOZ,W-N-C-P-C,REGULAR,8062162,2,18,9,9,9,9,9,3,4,1,12,12,1,2,2,2,2,17,197,1,4,1,10/1/42,1/1/41,1
1,0,3.4,0,,16.0 MLOZ,OXFORD MINT CHC COOKIE,REGULAR,8062283,4,26,6,6,3,3,3,6,4,1,1,5,1,3,2,3,39,37,183,1,7,1,10/1/60,1/1/60,1
1,4.59,0,0,1,16.0 MLOZ,TRIPLE CARAMEL CHUNK,REGULAR,8062419,1,26,8,0,9,0,3,0,4,3,1,1,5,2,2,3,3,48,201,1,7,3,1/1/44,"",2
1,3.52,0,0,1,16.0 MLOZ,CHERRY GRCA,REGULAR,8062419,1,26,8,0,9,0,3,0,4,3,1,1,5,2,2,3,3,48,201,1,7,3,1/1/44,"",2
1,3.52,0,0,1,16.0 MLOZ,CHUBBY HUBBY,REGULAR,8062835,1,18,0,8,9,3,0,5,0,4,2,,7,1,2,4,13,53,33,1,8,1,"",10/1/47,2
1,0,4.19,0,,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
1,3.99,0,0,1,16.0 MLOZ,PHISH FOOD,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
1,4.19,0,0,1,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
2,0,7.06,0,,16.0 MLOZ,PHISH FOOD,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
3,0,11.97,0,,16.0 MLOZ,PHISH FOOD,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
1,0,4.19,0,,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
1,0,3.42,0,,16.0 MLOZ,HEATH CRUNCH,REGULAR,8237273,2,23,7,8,9,9,9,5,5,1,12,12,1,1,2,3,,47,89,1,4,1,10/1/53,10/1/44,1
1,0,4.43,0,,16.0 MLOZ,CHC CHIP C-DH,REGULAR,8157173,2,26,9,9,9,9,9,3,6,1,12,12,1,1,2,2,28,17,133,1,4,1,10/1/33,10/1/30,2
1,3.2,0,0,1,16.0 MLOZ,MAGIC BROWNIES,REGULAR,8157753,3,27,4,4,1,3,1,5,5,1,2,1,1,4,1,4,13,53,67,1,7,2,10/1/70,10/1/70,1
1,0,2.86,0,,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8158584,3,23,6,6,3,3,1,4,3,1,5,3,1,1,2,3,3,48,469,1,1,1,10/1/59,1/1/58,1
1,0,2.88,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,8158584,3,23,6,6,3,3,1,4,3,1,5,3,1,1,2,3,3,48,469,1,1,1,10/1/59,1/1/58,1
1,0,2.99,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,8162493,1,23,8,0,9,0,9,0,5,2,12,12,5,3,2,1,1,9,15,5,1,3,10/1/49,"",1
